Date,Open,High,Low,Close,Volume,Adj Close
2016-06-20,2075.580078,2100.659912,2075.580078,2083.25,3467440000,2083.25
2016-06-17,2078.199951,2078.199951,2062.840088,2071.219971,4952630000,2071.219971
2016-06-16,2066.360107,2079.620117,2050.370117,2077.98999,3628280000,2077.98999
2016-06-15,2077.600098,2085.649902,2069.800049,2071.50,3544720000,2071.50
2016-06-14,2076.649902,2081.300049,2064.100098,2075.320068,3759770000,2075.320068
2016-06-13,2091.75,2098.120117,2078.459961,2079.060059,3392030000,2079.060059
2016-06-10,2109.570068,2109.570068,2089.959961,2096.070068,3515010000,2096.070068
2016-06-09,2115.649902,2117.639893,2107.72998,2115.47998,3290320000,2115.47998
2016-06-08,2112.709961,2120.550049,2112.709961,2119.120117,3562060000,2119.120117
2016-06-07,2110.179932,2119.219971,2110.179932,2112.129883,3534730000,2112.129883
2016-06-06,2100.830078,2113.360107,2100.830078,2109.409912,3442020000,2109.409912
2016-06-03,2104.070068,2104.070068,2085.360107,2099.129883,3627780000,2099.129883
2016-06-02,2097.709961,2105.26001,2088.590088,2105.26001,3632720000,2105.26001
2016-06-01,2093.939941,2100.969971,2085.100098,2099.330078,3525170000,2099.330078
2016-05-31,2100.129883,2103.47998,2088.659912,2096.949951,4514410000,2096.949951
2016-05-27,2090.060059,2099.060059,2090.060059,2099.060059,3079150000,2099.060059
2016-05-26,2091.439941,2094.300049,2087.080078,2090.100098,3230990000,2090.100098
2016-05-25,2078.929932,2094.72998,2078.929932,2090.540039,3859160000,2090.540039
2016-05-24,2052.649902,2079.669922,2052.649902,2076.060059,3627340000,2076.060059
2016-05-23,2052.22998,2055.580078,2047.26001,2048.040039,3055480000,2048.040039
2016-05-20,2041.880005,2058.350098,2041.880005,2052.320068,3507650000,2052.320068
2016-05-19,2044.209961,2044.209961,2025.910034,2040.040039,3846770000,2040.040039
2016-05-18,2044.380005,2060.610107,2034.48999,2047.630005,4101320000,2047.630005
2016-05-17,2065.040039,2065.689941,2040.819946,2047.209961,4108960000,2047.209961
2016-05-16,2046.530029,2071.879883,2046.530029,2066.659912,3501360000,2066.659912
2016-05-13,2062.50,2066.790039,2043.130005,2046.609985,3579880000,2046.609985
2016-05-12,2067.169922,2073.98999,2053.129883,2064.110107,3782390000,2064.110107
2016-05-11,2083.290039,2083.290039,2064.459961,2064.459961,3821980000,2064.459961
2016-05-10,2062.629883,2084.870117,2062.629883,2084.389893,3600200000,2084.389893
2016-05-09,2057.550049,2064.149902,2054.310059,2058.689941,3788620000,2058.689941
2016-05-06,2047.77002,2057.719971,2039.449951,2057.139893,3796350000,2057.139893
2016-05-05,2052.949951,2060.22998,2045.77002,2050.629883,4008530000,2050.629883
2016-05-04,2060.300049,2060.300049,2045.550049,2051.120117,4058560000,2051.120117
2016-05-03,2077.179932,2077.179932,2054.889893,2063.370117,4173390000,2063.370117
2016-05-02,2067.169922,2083.419922,2066.110107,2081.429932,3841110000,2081.429932
